Time,GPS,Longitude,Latitude,Accelerometer,X,Y,Z,2A/SOC/%,2B/Battery Energy/kWh,2E/Total Current/A,2F/Total Voltage/V,2G/Lowest Battery Temp/F,2H/Highest Battery Temp/F,2I/Speed/mph,2J/Motor RPM/rpm,2K/Total Mileage/miles,2L/Range/miles,2M/Left Charge Status/bit,2N/Right Charge Status/bit,2T/WAVE Status/bit,2U/High Voltage/bit,2Z/Motor Voltage/V
2017-06-13 02:34:33,A,12.347248,-343.149542,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,1.0,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 02:35:45,A,12.347252,-343.149673,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,78.8,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 02:37:33,A,12.347250,-343.149540,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.9,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 02:37:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.6,626.0,68.0,77.0,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 02:38:45,A,12.347252,-343.149672,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.2,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 02:40:33,A,12.347250,-343.149542,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.9,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 02:41:45,A,12.347252,-343.149673,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.2,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 02:43:33,A,12.347250,-343.149545,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,1.1,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 02:44:45,A,12.347252,-343.149672,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,1.8,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 02:46:33,A,12.347250,-343.149552,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,1.0,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 02:47:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.5,626.0,68.0,77.0,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 02:47:45,A,12.347252,-343.149677,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.0,553.0,68.0,78.8,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 02:49:33,A,12.347250,-343.149550,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 02:50:45,A,12.347252,-343.149683,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,1.8,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 02:52:33,A,12.347250,-343.149553,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 02:53:45,A,12.347252,-343.149685,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,1.9,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 02:55:33,A,12.347250,-343.149552,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,1.0,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 02:56:45,A,12.347252,-343.149688,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.2,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 02:57:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.6,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 02:58:33,A,12.347250,-343.149557,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,1.0,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 02:59:45,A,12.347252,-343.149692,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:01:33,A,12.347252,-343.149563,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.9,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 03:02:45,A,12.347250,-343.149693,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:04:33,A,12.347252,-343.149563,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,1.1,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 03:05:45,A,12.347250,-343.149692,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.2,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,5.0
2017-06-13 03:07:33,A,12.347250,-343.149557,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,1.0,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,2.0
2017-06-13 03:07:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.6,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 03:08:45,A,12.347250,-343.149690,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.0,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:10:33,A,12.347250,-343.149557,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,1.1,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:11:45,A,12.347250,-343.149688,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.3,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,5.0
2017-06-13 03:13:33,A,12.347252,-343.149558,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:14:45,A,12.347250,-343.149683,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,5.0
2017-06-13 03:16:33,A,12.347252,-343.149558,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:17:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.6,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 03:17:45,A,12.347250,-343.149683,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,1.8,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:19:33,A,12.347252,-343.149558,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:20:45,A,12.347250,-343.149683,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,1.9,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:22:33,A,12.347252,-343.149565,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:23:45,A,12.347250,-343.149683,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:25:33,A,12.347250,-343.149565,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:26:45,A,12.347250,-343.149682,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:27:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.6,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 03:28:33,A,12.347250,-343.149565,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:29:45,A,12.347250,-343.149673,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:31:33,A,12.347252,-343.149570,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:32:45,A,12.347248,-343.149673,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:34:33,A,12.347252,-343.149573,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:35:45,A,12.347248,-343.149670,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:37:33,A,12.347252,-343.149578,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:37:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.6,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 03:38:45,A,12.347248,-343.149667,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:40:33,A,12.347252,-343.149582,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:41:45,A,12.347248,-343.149670,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:43:33,A,12.347252,-343.149583,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:44:45,A,12.347248,-343.149670,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:46:33,A,12.347252,-343.149583,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:47:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.5,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 03:47:45,A,12.347248,-343.149675,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:49:33,A,12.347252,-343.149587,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:50:45,A,12.347248,-343.149677,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:52:33,A,12.347252,-343.149585,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:53:45,A,12.347248,-343.149673,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:55:33,A,12.347250,-343.149588,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:56:45,A,12.347248,-343.149677,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 03:57:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.4,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 03:58:33,A,12.347250,-343.149588,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 03:59:45,A,12.347247,-343.149678,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:01:33,A,12.347250,-343.149590,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:02:45,A,12.347247,-343.149680,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:04:33,A,12.347250,-343.149590,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:05:45,A,12.347247,-343.149685,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:07:33,A,12.347250,-343.149585,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:07:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.5,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 04:08:45,A,12.347247,-343.149683,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:10:33,A,12.347250,-343.149583,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:11:45,A,12.347247,-343.149680,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:13:33,A,12.347250,-343.149583,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:14:45,A,12.347247,-343.149685,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:16:33,A,12.347250,-343.149585,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:17:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.6,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 04:17:45,A,12.347245,-343.149695,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:19:33,A,12.347250,-343.149587,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:20:45,A,12.347247,-343.149697,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:22:33,A,12.347250,-343.149587,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:23:45,A,12.347247,-343.149700,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:25:33,A,12.347250,-343.149585,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:26:45,A,12.347247,-343.149705,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:27:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.4,625.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 04:28:33,A,12.347250,-343.149592,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:29:45,A,12.347247,-343.149710,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:31:33,A,12.347250,-343.149595,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:32:45,A,12.347247,-343.149708,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:34:33,A,12.347248,-343.149595,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:35:45,A,12.347247,-343.149710,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:37:33,A,12.347248,-343.149595,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:37:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.5,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 04:38:46,A,12.347247,-343.149713,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:40:33,A,12.347248,-343.149600,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:41:46,A,12.347247,-343.149712,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:43:33,A,12.347248,-343.149600,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:44:46,A,12.347247,-343.149712,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:46:33,A,12.347248,-343.149597,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:47:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.4,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 04:47:46,A,12.347247,-343.149712,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:49:33,A,12.347248,-343.149592,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:50:46,A,12.347248,-343.149713,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:52:34,A,12.347248,-343.149587,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:53:46,A,12.347247,-343.149718,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:55:34,A,12.347247,-343.149583,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:56:46,A,12.347248,-343.149718,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 04:57:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.5,625.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 04:58:34,A,12.347248,-343.149583,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 04:59:46,A,12.347248,-343.149718,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 05:01:34,A,12.347248,-343.149578,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,0.8,557.0,68.0,78.8,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,1.0
2017-06-13 05:02:46,A,12.347248,-343.149720,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 05:04:34,A,12.347248,-343.149577,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,2.1,556.0,66.2,77.0,0.0,0.0,0.0,149.1,10.0,10.0,0.0,0.0,3.0
2017-06-13 05:05:46,A,12.347248,-343.149720,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 05:07:34,A,12.347248,-343.149580,F ,0.02 ,0.02 ,0.02 ,100.0,216.0,6.7,556.0,66.2,77.0,0.0,0.0,0.0,149.1,10.0,10.0,0.0,1.0,549.0
2017-06-13 05:07:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.5,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 05:08:46,A,12.347250,-343.149720,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 05:10:34,A,12.347248,-343.149578,F ,0.02 ,0.02 ,0.02 ,99.9,215.7,6.4,555.0,66.2,77.0,0.0,0.0,0.0,149.1,10.0,10.0,0.0,1.0,549.0
2017-06-13 05:11:46,A,12.347250,-343.149720,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 05:13:34,A,12.347248,-343.149575,F ,0.02 ,0.02 ,0.02 ,99.8,215.5,6.4,555.0,66.2,77.0,0.0,0.0,0.0,149.1,10.0,10.0,0.0,1.0,547.0
2017-06-13 05:14:46,A,12.347250,-343.149718,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 05:16:34,A,12.347400,-343.149060,F ,0.02 ,0.02 ,0.02 ,99.6,215.1,76.9,553.0,66.2,77.0,3.7,0.0,0.0,149.1,10.0,10.0,0.0,1.0,544.0
2017-06-13 05:17:37,V,N/A,N/A,F ,0.02 ,0.02 ,0.02 ,98.8,266.7,0.5,626.0,68.0,75.2,0.0,0.0,3973.7,152.2,0.0,0.0,0.0,0.0,0.0
2017-06-13 05:17:46,A,12.347250,-343.149718,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
2017-06-13 05:19:34,A,12.345988,-343.145785,F ,0.02 ,0.02 ,0.02 ,98.2,212.1,334.0,545.0,66.2,77.0,32.3,0.0,0.0,147.6,10.0,10.0,0.0,1.0,537.0
2017-06-13 05:20:46,A,12.347250,-343.149718,F ,0.02 ,0.02 ,0.02 ,98.6,260.8,2.1,553.0,68.0,77.0,0.0,0.0,0.0,147.6,10.0,10.0,0.0,0.0,4.0
